City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2015-01-01,,211.9543121821455,12.396063700409435,39.15830172572057,,,1.721429262229423,7.842197283196535,,0.24387385109670498,14.337453188742497,7.810811480695473,232.790620433442,Poor
Ahmedabad,2015-01-02,100.07164503104975,179.43591737133758,13.204571111357975,25.83815553528445,39.04272664664242,5.9874514384647215,0.03739043451149754,24.95557815254922,37.492156714090406,3.479623723300194,5.452277381694714,0.04506624078270552,,
Ahmedabad,2015-01-03,129.50024966457926,247.06842822287712,27.284886347755403,,44.882082654585545,3.9532781771198433,2.3660086864557304,,32.37137436207189,3.7115625246342185,37.62895859140151,2.6152918824230342,247.74857352296962,Poor
Ahmedabad,2015-01-04,154.1461477925393,282.2855092783133,39.84492126780925,7.451307436189774,47.29622870399902,4.633351167983427,,12.674672934629488,28.992109615437524,3.7580275968000336,3.597439595989587,2.3066694573759605,320.47084464056303,Very Poor
Ahmedabad,2015-01-05,155.66739830010494,286.15432591035585,16.29985130470976,5.606379211774467,21.90623051648423,2.2697742213232477,8.01398742941477,11.394208890302714,36.34483180199449,4.112254425591833,,0.31215508484012183,326.5712337203434,Very Poor
Ahmedabad,2015-01-06,123.0618043872174,196.5223734409928,13.928423882221963,4.652278866061025,18.580702748282988,2.7987995130717196,0.5159635870559187,6.728147954054878,38.23395889733411,,5.793085411842248,0.18786183527941036,269.2369351036454,Poor
Ahmedabad,2015-01-07,91.88726386808564,208.57164542981621,1.770500927630668,37.24489727402555,39.01539820165622,4.6148712751586025,0.7763921647145205,16.3768285767647,33.20543847350442,2.1372467677058262,18.985897473524606,4.483353230514689,154.84963433445154,Moderate
Ahmedabad,2015-01-08,121.49583134694564,237.2216235969086,27.90566793079573,22.879101876093387,50.784769806889116,11.900186162677338,0.7265536497746142,6.34622082221705,17.008649834733852,16.912475733893558,8.142232683539321,0.846233437135184,253.9247650264494,Poor
Ahmedabad,2015-01-09,142.95518158083638,220.32326810222085,59.12838192607936,36.360837408307475,95.48921933438683,36.36812255969223,0.9351012933737011,7.5505697740332,4.084887958748613,21.82027205648391,2.167133252666009,0.05107401207638804,280.9219324419904,Poor
Ahmedabad,2015-01-10,98.08932371276208,194.00401987004085,9.048974562412695,39.10206826248446,48.151042824897154,19.963332490174825,0.7324951233350735,9.840746681425564,40.548260134239605,3.564295957676495,16.390178065154096,0.12483236389536169,222.6728933994941,Poor
Ahmedabad,2015-01-11,86.42228649084095,128.73204572459042,39.04459634586937,-2.703724693208766,36.34087165266061,26.595005631544886,0.20445108739434534,6.640481902318402,19.670520244575,,3.9196611249018196,1.090377841842921,250.35184000758923,Poor
Ahmedabad,2015-01-12,131.3336774400194,233.8459228227572,,20.956917515453604,66.6736051286652,5.770974204124457,3.121499792742022,7.784069036078986,26.31532052485598,0.7075651942933975,44.89612761517573,5.112626312209557,310.3841131258636,Very Poor
Ahmedabad,2015-01-13,107.21553784042887,166.82968211938447,28.61763287445078,-7.8683936940830925,20.749239180367688,2.8883010097997457,0.5704997823509311,5.590316553157852,46.0316196932373,,27.637362274775555,1.6352777055760517,224.17962536770642,Poor
Ahmedabad,2015-01-14,92.26645296936523,,2.0766745479444864,29.787293346039846,31.86396789398433,4.251133585878413,1.749661262817731,12.344229987131072,35.39906970339905,0.20685899333949317,33.36246165098649,6.097120460937694,227.70337329140972,Poor
Ahmedabad,2015-01-15,99.1050017132776,188.01335765246222,20.650101878443873,26.538800418204435,47.18890229664831,17.17172598490204,2.951405389768728,6.620738725193513,22.052292073684196,1.9892237846014968,,2.696398628050542,213.4239057405726,Poor
Ahmedabad,2015-01-16,68.81977931161968,151.6669295332147,17.651230319001552,42.551484331495026,60.202714650496574,1.3661010347776725,0.8055712139452226,11.081576723419548,34.75164384323826,8.47678978131156,9.242599061655675,0.763258470197288,226.8248780641407,Poor
Ahmedabad,2015-01-17,120.53876573240917,190.12352178813666,1.8261181849798687,-27.097337370486343,-25.271219185506475,0.9618512444110473,2.5827528771645842,10.647395226162134,26.916700185924185,11.225011761797052,40.98361212750738,15.412368981121386,258.942723377694,Poor
Ahmedabad,2015-01-18,119.81292011168121,192.14070664124475,5.576883444715411,34.84969448452422,40.426577929239635,21.232677830874987,0.7562372792680762,21.678500670241394,32.13736726459746,3.764104859701788,4.828529850235698,3.4485421660009803,264.7725816648782,Poor
Ahmedabad,2015-01-19,106.20758542561555,180.1884901352866,1.817115272525832,-14.428707069099673,-12.61159179657384,7.515607562978593,1.6052306226416122,16.340281143281818,30.410470559330356,1.6364076788947437,0.4969525856054513,7.239463953555686,210.63112845811466,Poor
Ahmedabad,2015-01-20,119.51598348984551,,2.3708070321996453,6.178791092579051,8.549598124778695,10.408577439442073,1.376092560040737,6.824053198566165,25.579528241254884,1.2984790688105479,5.0044563443091965,0.8429045581023218,270.3671830457816,Poor
Ahmedabad,2015-01-21,,232.79883946198197,,3.622561549605873,35.191609239899385,6.546384166792495,11.813086042328358,8.309529013576443,24.457927397090597,7.421620663483558,9.428565779718628,0.18373148886659263,260.48200367670273,Poor
Ahmedabad,2015-01-22,130.66336815336751,219.612458091104,6.74548890539825,24.664426127757544,31.409915033155794,14.146902643402647,0.134488880467903,7.190257149973958,27.67888051910811,0.0942250032034384,7.722223829657059,1.8106641521668312,312.2473387231106,Very Poor
Ahmedabad,2015-01-23,119.05963480252817,246.5189119090167,16.994601116094127,37.83590746824346,54.83050858433759,,3.6290162936045296,10.549942048665415,37.794634644385184,1.485809284210418,8.304824853268327,3.3492007029521185,262.9245419178602,Poor
Ahmedabad,2015-01-24,86.33372671226954,185.39848159558912,25.120790470434024,,52.9639504240241,5.304523309448195,5.807192237628477,10.068652523110096,21.79084569051451,15.187257950058747,10.316778798023115,0.7095431700394105,250.65695600393505,Poor
Ahmedabad,2015-01-25,146.4670123441497,256.0594692958231,0.054566343213459705,5.165891952966918,5.220458296180378,20.272370760054116,0.24724977904947218,11.366562899385567,,10.825800516910032,3.016608355128727,3.995405615053185,259.70021993358074,Poor
Ahmedabad,2015-01-26,108.7751494726957,207.31876104027427,17.430692467882828,-1.847082801357388,15.58360966652544,4.199599490037792,1.7987113824620866,8.070666800414283,31.860205167009692,4.395150708206308,7.314979164507839,2.4571390600269245,,
Ahmedabad,2015-01-27,84.66974202755333,176.1815558026401,1.9318336336451098,19.42168197186918,21.35351560551429,16.392009022373948,0.16033391872364922,17.93004852273643,31.56569696252613,10.473508455987593,0.059517934061176704,10.336394843837585,230.11638366852497,Poor
Ahmedabad,2015-01-28,145.81409013587452,277.7494500046123,1.9180828754216375,30.699530780526324,,3.8660732727343268,2.5231198265750696,8.2257032293401,30.0971834832873,2.543634304364698,8.908573205109182,2.2291218903711507,291.1148778896971,Poor
Ahmedabad,2015-01-29,86.88108506132946,160.05618957214773,1.0350829662920515,24.94420672511732,25.97928969140937,15.210355446814907,4.927768109634228,14.718128548173885,34.645122557199215,0.8664287669262418,3.010381891466276,2.812495003067007,234.46376180424988,Poor
Ahmedabad,2015-01-30,112.0122672119812,202.7204669546113,5.462096606792189,-12.046857597061965,-6.584760990269777,4.046890881582747,3.6718338470225147,13.28273425680705,42.892337257072555,0.766073581324352,23.6197277032057,1.9153009845661495,273.81974565796696,Poor
Ahmedabad,2015-01-31,67.68260946172427,122.93181455947592,16.30074332428031,55.07964893498761,71.38039225926792,6.662277457563501,1.4724175814796006,15.345245084973996,30.245382343369908,3.5010298923240257,14.105411986761409,2.5588278330385985,223.62295216489866,Poor
Ahmedabad,2015-02-01,130.30275416704237,247.99345787857814,9.85111320115056,11.216135618715322,21.06724881986588,2.0618919154990594,5.087657668120109,7.825804170631681,25.541496813618778,1.5672678477131778,2.889467400201241,2.6214274012870424,249.3959876834025,Poor
Ahmedabad,2015-02-02,100.20392134596902,201.14358132498282,6.828328929097462,10.224975603585067,17.053304532682528,2.4858600050319577,0.6695402057523542,10.067751921651574,29.66667677652794,3.4224752810683383,22.07113989488514,2.1444298899143366,273.66752420791363,Poor
Ahmedabad,2015-02-03,125.91227971883956,263.0024956531335,16.055517053740836,12.107269810277508,28.162786864018344,14.496870049083729,0.3043005554154993,7.849073630240455,-2.1138476942389417,0.32972464002695695,15.672879988260132,0.8900330666510347,271.9779298153468,Poor
Ahmedabad,2015-02-04,134.57860887082785,276.5746514965846,34.363817113670414,26.173554546057762,60.53737165972818,44.85502878282737,2.5880857986475387,16.510022727683303,27.517713909582074,1.6444995022785813,1.0184974392965438,,293.3116276140277,Poor
Ahmedabad,2015-02-05,113.40259184686317,190.72388145324678,9.46271811346394,14.862375215674643,24.325093329138582,36.70932083954063,4.236489194242914,5.849148326976329,34.251569785554224,3.5036239423783146,47.314370491242826,1.7832936348605064,212.49874994266628,Poor
Ahmedabad,2015-02-06,136.51302931415097,245.55872142423019,1.4602999200425364,39.02820678094781,40.48850670099035,5.196109150546597,1.9266513805352992,13.915826104494181,21.910800825817823,5.533320497649932,3.2329557275554803,2.807449873875901,259.6258890397918,Poor
Ahmedabad,2015-02-07,110.6528206690424,196.68280157740693,26.847559616491825,27.574026216450804,54.421585832942625,5.052567803515303,8.626815667200777,6.015190741872095,31.196425667004217,2.7769295715132296,3.5233983576131687,2.173323776153571,218.4146441004011,Poor
Ahmedabad,2015-02-08,123.48604068075079,226.62503133922266,1.9046280104776447,47.24219798758757,,31.74160451487563,3.9772331597123207,12.13115986552911,37.24322860860425,4.258760558444624,44.14241507627091,6.543045593054607,294.2289086729425,Poor
Ahmedabad,2015-02-09,128.46452075852878,211.95998716340745,33.31469807216366,38.99286735056836,72.30756542273201,10.34361263738738,2.9408410723147096,8.175575348408158,5.587585573368234,3.4545874227758064,7.346871163736341,6.05586480693348,292.01013383814166,Poor
Ahmedabad,2015-02-10,88.98699151523071,212.13067759210296,6.6575111065490615,10.894806783019625,17.552317889568688,,0.2693035140878819,7.8702184886030775,45.63956485870014,0.014078289266509954,7.053951257050907,0.9867269408228639,237.29337320789176,Poor
Ahmedabad,2015-02-11,130.16571223510894,,95.06307049215819,18.640606056353473,113.70367654851167,5.1346282550343645,5.093434678586921,6.834729769739819,30.48886997808813,7.4581227778299395,1.4360461078067706,0.13463250988993278,261.53904637659934,Poor
Ahmedabad,2015-02-12,144.9130671237896,,6.694231372124339,,14.39703475282536,6.475560866881959,0.12709604062593466,18.382960630889873,29.37879736503395,11.26536090377961,14.8828763445271,0.9252259104726971,344.226987479379,Very Poor
Ahmedabad,2015-02-13,139.25863255309758,267.0751873610002,16.48033245782836,25.731787850167823,42.21212030799619,7.365982785216994,5.673282472288268,6.969910527774343,35.741759431356954,,1.9580939446695125,1.1381410319437721,247.29685342918992,Poor
Ahmedabad,2015-02-14,112.99997881387945,216.4506557401726,2.5855535861542047,-6.495643794255489,-3.9100902081012845,4.727198941342094,0.02551866669509148,16.95242059834665,26.481552873012973,0.07811842209154939,6.339848092952618,5.133355204222534,222.3689632042806,Poor
Ahmedabad,2015-02-15,93.79401046534718,207.04531060680065,21.901185516174817,-3.8712133694121427,18.029972146762674,0.6787864736599039,4.825069801688261,8.254650467681182,42.44613991018319,7.17391356188113,3.2595660054108646,0.0028840283471482,227.98273731814962,Poor
Ahmedabad,2015-02-16,126.06473935993293,220.0427638891236,7.851829906752599,41.688932671368256,49.540762578120855,3.8675534311869924,3.6088836268966094,,33.18386501092681,5.270998356199706,9.265209183518554,1.7857669056156922,272.0336097733499,Poor
Ahmedabad,2015-02-17,134.0485512489641,271.30816904822456,5.972554999239194,-0.814790957804707,5.157764041434487,1.7533657159580918,2.951684145680897,7.7609021060319385,32.84783465744175,3.7474167358384176,6.359710037471574,11.640648028626194,243.28191112388774,Poor
Ahmedabad,2015-02-18,103.9128000893613,186.76229797398813,4.959463691327423,14.635444748194978,19.5949084395224,4.2467326063609345,,24.839760182600312,30.562524599245283,8.994728281193709,0.9644544105178654,4.872549580017645,261.3104831569592,Poor
Ahmedabad,2015-02-19,77.60523700049627,156.9119799800653,,22.04747210946398,79.51350359729793,15.29807871164624,2.652762203212148,9.636946979071098,34.699083215295715,4.541143688957784,9.018239261027222,2.548000602854677,223.58103974698625,Poor
Ahmedabad,2015-02-20,126.95246054509416,238.63425118036017,14.275599941676635,-7.963758808433095,6.31184113324354,0.8504221475636724,1.445572946370298,6.744267063772623,17.89783117280459,,2.143619480938783,9.068031055115087,247.35773979428475,Poor
Ahmedabad,2015-02-21,116.9936864895099,233.25957117117193,101.74749260627688,7.565049423738531,109.31254203001541,4.842602161430491,1.755625067835927,17.655139315108457,17.732643073039903,1.1294446737427217,16.756433695599746,1.4552029113425677,239.99317477786437,Poor
Ahmedabad,2015-02-22,106.90440590819804,213.36811412762276,0.1904999328668985,15.866328742092346,16.056828674959245,8.877339687406305,2.556626350168831,8.536918161213867,23.09742085005812,9.036994541528996,6.534527979496069,1.1250563963221167,201.79694116255808,Poor
Ahmedabad,2015-02-23,93.96162151724457,204.95379446829276,41.9305151922235,42.17605047789174,84.10656567011524,0.34785838341042674,12.094498052821478,5.918505010953949,50.77012525496461,,0.594507602195821,2.8606465685828506,224.39402910968315,Poor
Ahmedabad,2015-02-24,92.2101058387949,174.53560405363854,2.821963073396996,-9.230446484408521,-6.408483411011526,1.4238723734046854,,24.67288225190949,23.405842278681426,0.8764767369618089,14.698993991484729,0.47543140997047917,260.72127032638747,Poor
Ahmedabad,2015-02-25,126.46737060337831,242.6760725539525,59.39025664000063,27.083157711472133,86.47341435147277,8.608211076953584,1.2000546938536238,6.2145382708033425,38.913180699337566,3.9007620517652226,4.288359072171453,5.636944564647143,275.0170858649927,Poor
Ahmedabad,2015-02-26,74.72914350351766,107.70188623868147,20.89114896181506,36.3020850439007,57.193234005715766,9.411773648756741,2.3207155973486002,8.35099080738006,49.90972178446217,3.313668312101302,6.582706825700081,0.04137190896334259,196.03681757455166,Moderate
Ahmedabad,2015-02-27,132.42596047759574,205.68082214707698,10.531044704909766,42.74134882040296,53.27239352531273,12.5699006493976,2.0623220671277083,17.097290750302612,32.92620283768594,2.36725651823727,25.426869953234913,0.20705517205663332,299.2795085524258,Poor
Ahmedabad,2015-02-28,112.04530779215727,208.0055555499743,36.384372548263634,19.07053434269609,55.45490689095972,7.391514141241969,0.36820616126999406,,25.137100351762605,1.4697996204424317,17.662465568346054,0.5735730211274706,264.9699681653971,Poor
Ahmedabad,2015-03-01,84.19949676556286,129.93070160310506,35.44954061256181,23.167420588044376,58.616961200606184,2.9523720446840795,0.7192457176460082,11.583059232389123,52.64493687594061,5.714937580206474,8.903913206792899,3.3165208998237232,202.54162832654055,Poor
Ahmedabad,2015-03-02,74.83393051528274,148.04068299627215,16.8978284834204,4.50468730421488,21.40251578763528,5.846820294771754,1.1804265058517374,11.446144094305378,35.84940879044852,1.233968792498586,18.87534265278312,2.962289294937414,211.36977158811914,Poor
Ahmedabad,2015-03-03,128.91777930534838,249.46352706591193,3.9366332010846943,6.427447691732199,10.364080892816894,0.5375830454238727,0.951162867786133,7.254490709542393,27.1637779625719,,4.729814460552396,0.8116389902082384,230.16272075539536,Poor
Ahmedabad,2015-03-04,61.22971101055227,127.51981785940168,4.188898898772044,27.64096078496275,31.829859683734796,11.133963674274002,0.1950694221152508,6.485614259717489,36.377682634120525,2.8132051749110483,5.655347473018623,0.3470503666362016,145.47204376873555,Moderate
Ahmedabad,2015-03-05,93.421358709007,196.19988862056948,12.540560155709539,20.261224315397257,,5.061346061959382,1.5518953896037722,9.943635834908681,-7.028143738264625,3.3653707608731764,6.082525609945469,2.5561148574030255,195.42631958595592,Moderate
Ahmedabad,2015-03-06,68.00429010393184,128.14607076052377,26.161758090293773,18.843778850425448,45.005536940719225,,,8.252680558202133,6.281136436207785,0.25003198445887564,11.994759596900646,0.2602972176737703,141.06322758597415,Moderate
Ahmedabad,2015-03-07,107.14231304720485,190.8703092841356,14.49394788187737,14.015063832836642,28.509011714714013,1.8713081301005952,0.1551228416239824,12.632290858281648,3.8852721394743917,0.9252360181786075,1.5658457968695607,2.352832369902917,183.44440701320514,Moderate
Ahmedabad,2015-03-08,87.40393837556024,149.20304430357177,49.789675415535925,8.376928436123823,58.166603851659744,,0.287287527250478,7.711414804363123,35.80447948281813,3.427455803495347,1.682754972898233,1.9296398734833935,104.24050282059468,Moderate
Ahmedabad,2015-03-09,100.67388286358076,192.2896557900763,15.820825097526143,24.428063810209153,40.24888890773529,19.630121802053488,0.9964563501645959,20.64314112901883,48.08890211424882,0.42865069312828763,0.8620139091216207,2.1499408238582927,236.70629325880589,Poor
Ahmedabad,2015-03-10,98.1377941282382,164.5612479995625,0.5814530975982136,19.241826041817866,19.82327913941608,13.712373193898145,2.151954026008653,13.100739251299633,-6.508533848220516,1.859394278882736,38.22515702335222,7.063748516297488,222.43448961487357,Poor
Ahmedabad,2015-03-11,82.073773574297,145.3847752506354,48.218222319816306,,77.84021586576748,3.8892589325553844,0.26759673179246407,8.215466313520508,29.207100685630497,0.36296815367137103,5.324497403333918,5.058900652852563,189.43069968347086,Moderate
